Wall time,Step,Value
1551627464.9530828,167,0.044975340366363525
1551627465.578083,229,0.0585317425429821
1551627468.367083,474,0.03887094929814339
1551627468.997083,536,0.0955512747168541
1551627469.743083,586,0.04570165276527405
1551627470.378083,647,0.018092304468154907
1551627474.512083,1014,0.03265533596277237
1551627498.884083,1333,0.038077738136053085
1551627499.424083,1385,0.02931588888168335
1551627499.944083,1436,0.058200571686029434
1551627533.576083,1737,0.04617572948336601
1551627535.026083,1877,0.01793244294822216
1551627581.670083,2307,0.06077520176768303
1551627582.520083,2389,0.0
1551627583.5110831,2486,0.05095022916793823
1551627648.445083,3246,0.026137446984648705
1551627649.0650828,3305,0.04651680588722229
1551627748.2320828,4317,0.03871366009116173
1551627756.110083,4400,0.03092423640191555
1551627757.060083,4492,0.0035858573392033577
1551627800.024083,4971,0.01898687146604061
1551627801.764083,5134,0.01324909646064043
1551627825.208083,5345,0.022810136899352074
1551627850.8970828,5723,0.015159170143306255
1551627874.440083,5907,0.02183792181313038
1551627875.295083,5990,0.02572358027100563
1551627893.459083,6200,0.007944140583276749
1551627941.865083,6699,0.008651623502373695
1551627941.990083,6711,0.018786121159791946
1551627943.495083,6854,0.018375882878899574
1551627966.5480828,6966,0.03735944628715515
1551627968.4530828,7155,0.017858203500509262
1551627996.099083,7463,0.03514367341995239
1551628021.164083,7798,0.03834907338023186
1551628021.524083,7833,0.04329166188836098
1551628046.015083,8066,0.048753317445516586
1551628047.200083,8180,0.01998676173388958
1551628068.772083,8221,0.028377100825309753
1551628092.809083,8498,0.0403822660446167
1551628119.840083,8878,0.027093347162008286
1551628120.415083,8935,0.035470880568027496
1551628145.8050828,9260,0.03427870571613312
1551628170.262083,9468,0.03680245205760002
1551628171.132083,9554,0.0123894726857543
1551628244.2090828,10399,0.01777935028076172
1551628245.049083,10479,0.030829917639493942
1551628272.423083,10905,0.035100989043712616
1551628295.818083,10966,0.04625267907977104
1551628296.383083,11020,0.012400581501424313
1551628346.2900832,11532,0.02149074524641037
1551628346.635083,11566,0.023113824427127838
1551628373.318083,11969,0.0236020740121603
1551628397.9520829,12164,0.04232573136687279
1551628399.267083,12290,0.036339838057756424
1551628450.023083,12877,0.03703324496746063
1551628473.8610828,13034,0.015134860761463642
1551628474.161083,13061,0.03089716285467148
1551628574.165083,14294,0.025528505444526672
1551628599.832083,14668,0.018139783293008804
1551628600.962083,14779,0.032060761004686356
1551628623.279083,14873,0.010748346336185932
1551628673.116083,15473,0.02803078107535839
1551628697.7330828,15764,0.02456197701394558
1551628722.818083,16116,0.02221626602113247
1551628774.410083,16857,0.03150021657347679
1551628798.5280828,17066,0.0246672835201025
1551628798.843083,17097,0.01584336720407009
1551628823.639083,17317,0.02774152345955372
1551628848.332083,17543,0.03162774443626404
1551629005.2340832,19531,0.029384972527623177
1551629029.035083,19640,0.02868196740746498
1551629032.975083,19731,0.030120762065052986
1551629058.858083,20062,0.03329944983124733
1551629060.7330828,20244,0.028703143820166588
1551629083.988083,20323,0.03134043142199516
1551629086.208083,20539,0.024862147867679596
1551629086.603083,20578,0.027419347316026688
1551629110.948083,20779,0.02010629139840603
1551629110.9780831,20782,0.026010923087596893
1551629111.728083,20855,0.027553362771868706
1551629136.444083,21080,0.03133586794137955
1551629137.089083,21144,0.028943389654159546
1551629161.404083,21319,0.030924566090106964
1551629215.903083,21848,0.03417595475912094
1551629243.144083,22245,0.03368256613612175
1551629244.0290828,22330,0.026912149041891098
1551629244.319083,22358,0.023959752172231674
1551629322.390083,23286,0.030264878645539284
1551629347.247083,23361,0.025753168389201164
1551629347.9420831,23427,0.03397917374968529
1551629373.849083,23670,0.029537761583924294
1551629374.164083,23701,0.029843544587492943
1551629401.3370829,24147,0.0278251301497221
1551629426.3210828,24282,0.030494553968310356
1551629426.3410828,24284,0.02730276621878147
1551629426.736083,24322,0.027996189892292023
1551629453.450083,24621,0.028406353667378426
1551629454.5500832,24727,0.028746627271175385
1551629479.556083,24934,0.03113565593957901
1551629505.4940832,25253,0.029833151027560234
1551629506.904083,25391,0.026459505781531334
1551629557.078083,25812,0.025038227438926697
1551629557.448083,25847,0.025376467034220695
1551629636.3300831,26797,0.026026908308267593
1551629636.340083,26798,0.025047434493899345
1551629691.264083,27505,0.028126105666160583
1551629716.3570828,27603,0.027865290641784668
1551629798.043083,28543,0.028415914624929428
1551629826.7540832,28970,0.02868528850376606
1551629827.019083,28996,0.027059651911258698
1551629851.894083,29062,0.028794068843126297
1551629853.329083,29201,0.026239192113280296
1551629853.9740832,29263,0.027553368359804153
1551629908.655083,29829,0.029176851734519005
1551629934.814083,30005,0.0261547788977623
1551629935.0840828,30031,0.024351192638278008
1551629936.579083,30174,0.025544315576553345
1551629963.987083,30470,0.025861689820885658
1551629989.5280828,30612,0.028206970542669296
1551629990.518083,30706,0.02829945646226406
1551629990.668083,30720,0.027961181476712227
1551630046.0610828,31406,0.02738380804657936
1551630046.446083,31443,0.026302726939320564
1551630099.323083,31880,0.024379383772611618
1551630099.903083,31936,0.026806006208062172
1551630153.0700831,32435,0.024563370272517204
1551630179.017083,32657,0.025994490832090378
1551630180.1170828,32762,0.02603890374302864
1551630181.462083,32894,0.025190647691488266
1551630181.542083,32902,0.024975933134555817
1551630207.461083,33034,0.02541227452456951
1551630208.976083,33181,0.02711784839630127
1551630235.3100832,33375,0.029571320861577988
1551630235.605083,33403,0.03125341609120369
1551630263.6400828,33737,0.026853064075112343
1551630263.7700832,33749,0.025638723745942116
1551630264.160083,33785,0.02615467458963394
1551630264.730083,33839,0.023926060646772385
1551630289.203083,33876,0.020541297271847725
1551630292.988083,33913,0.02646348625421524
1551630294.228083,34036,0.02661857195198536
1551630321.8810828,34362,0.027311917394399643
1551630347.852083,34525,0.029043227434158325
1551630348.612083,34599,0.02915673516690731
1551630405.259083,35354,0.027713365852832794
1551630430.9020832,35483,0.030367080122232437
1551630460.075083,35953,0.02846035547554493
1551630485.3570828,36037,0.02893819846212864
1551630540.779083,36629,0.03276054188609123
1551630543.747083,36659,0.030243592336773872
1551630545.7120829,36850,0.028927793726325035
1551630574.071083,37202,0.027063267305493355
1551630601.4530828,37489,0.028878910467028618
1551630628.906083,37764,0.02892613410949707
1551630654.692083,37876,0.026448773220181465
1551630710.204083,38455,0.03013555519282818
1551630712.939083,38720,0.028656914830207825
1551630739.3610828,38840,0.02626870386302471
1551630768.927083,39296,0.024725016206502914
1551630822.914083,39702,0.029272329062223434
1551630825.019083,39909,0.029200777411460876
1551630878.362083,40296,0.028969883918762207
1551630880.4920828,40500,0.028163107112050056
1551630907.3970828,40720,0.02614659070968628
1551630908.147083,40793,0.02673511579632759
1551630935.756083,41040,0.02625621110200882
1551630962.928083,41271,0.029964134097099304
1551630990.385083,41539,0.029142580926418304
1551631047.098083,42134,0.02686096355319023
1551631075.3770828,42450,0.02820037491619587
1551631075.5670831,42468,0.027662238106131554
1551631163.0410829,43518,0.025278260931372643
1551631189.701083,43639,0.030196990817785263
1551631190.466083,43711,0.03013797104358673
1551631191.456083,43805,0.029882922768592834
1551631218.865083,43993,0.025634078308939934
1551631219.695083,44073,0.026302676647901535
1551631247.184083,44200,0.030393151566386223
1551631247.2540832,44207,0.031105633825063705
1551631247.724083,44251,0.027568019926548004
1551631248.2740831,44304,0.027277406305074692
1551631305.518083,44816,0.025184504687786102
1551631307.063083,44964,0.02427051216363907
1551631362.424083,45372,0.02785821072757244
1551631363.8240829,45507,0.028542103245854378
1551631365.414083,45658,0.027457350865006447
1551631449.163083,46334,0.03355744108557701
