Wall time,Step,Value
1551627464.9530828,167,0.05319232866168022
1551627465.578083,229,0.05411749333143234
1551627468.367083,474,0.06789044290781021
1551627468.997083,536,0.06519974023103714
1551627469.743083,586,0.05727206543087959
1551627470.378083,647,0.05865936726331711
1551627474.512083,1014,0.05312107875943184
1551627498.884083,1333,0.05525512620806694
1551627499.424083,1385,0.05405611917376518
1551627499.944083,1436,0.0533217117190361
1551627533.576083,1737,0.05359590798616409
1551627535.026083,1877,0.06615979969501495
1551627581.670083,2307,0.05555367469787598
1551627582.520083,2389,0.0657937079668045
1551627583.5110831,2486,0.053206779062747955
1551627648.445083,3246,0.054249681532382965
1551627649.0650828,3305,0.05798906832933426
1551627748.2320828,4317,0.065444216132164
1551627756.110083,4400,0.06399422883987427
1551627757.060083,4492,0.05426490306854248
1551627800.024083,4971,0.05781586095690727
1551627801.764083,5134,0.05383220314979553
1551627825.208083,5345,0.05313916131854057
1551627850.8970828,5723,0.05330435559153557
1551627874.440083,5907,0.0648472011089325
1551627875.295083,5990,0.06249675154685974
1551627893.459083,6200,0.05323173850774765
1551627941.865083,6699,0.05339478701353073
1551627941.990083,6711,0.05323784425854683
1551627943.495083,6854,0.0533423013985157
1551627966.5480828,6966,0.0532451793551445
1551627968.4530828,7155,0.05353280156850815
1551627996.099083,7463,0.05319185182452202
1551628021.164083,7798,0.05313719063997269
1551628021.524083,7833,0.05310731381177902
1551628046.015083,8066,0.06384485960006714
1551628047.200083,8180,0.06294117122888565
1551628068.772083,8221,0.05500076338648796
1551628092.809083,8498,0.05319547653198242
1551628119.840083,8878,0.054483868181705475
1551628120.415083,8935,0.05332837626338005
1551628145.8050828,9260,0.05422040820121765
1551628170.262083,9468,0.05422209948301315
1551628171.132083,9554,0.05321446806192398
1551628244.2090828,10399,0.05382271483540535
1551628245.049083,10479,0.05409318953752518
1551628272.423083,10905,0.05491761118173599
1551628295.818083,10966,0.06461852788925171
1551628296.383083,11020,0.061698634177446365
1551628346.2900832,11532,0.053174812346696854
1551628346.635083,11566,0.05324811488389969
1551628373.318083,11969,0.06558223813772202
1551628397.9520829,12164,0.05315818265080452
1551628399.267083,12290,0.05339055135846138
1551628450.023083,12877,0.0531047061085701
1551628473.8610828,13034,0.05331329628825188
1551628474.161083,13061,0.06433212757110596
1551628574.165083,14294,0.053266726434230804
1551628599.832083,14668,0.05332692712545395
1551628600.962083,14779,0.05309997871518135
1551628623.279083,14873,0.05335381627082825
1551628673.116083,15473,0.05315510183572769
1551628697.7330828,15764,0.05310816317796707
1551628722.818083,16116,0.05315808206796646
1551628774.410083,16857,0.0531868152320385
1551628798.5280828,17066,0.053217023611068726
1551628798.843083,17097,0.05312752723693848
1551628823.639083,17317,0.05312005430459976
1551628848.332083,17543,0.05316086858510971
1551629005.2340832,19531,0.0532633438706398
1551629029.035083,19640,0.05315452069044113
1551629032.975083,19731,0.05637137219309807
1551629058.858083,20062,0.05333664268255234
1551629060.7330828,20244,0.05337662622332573
1551629083.988083,20323,0.05322379618883133
1551629086.208083,20539,0.0533323660492897
1551629086.603083,20578,0.053346194326877594
1551629110.948083,20779,0.05311959981918335
1551629110.9780831,20782,0.05328153818845749
1551629111.728083,20855,0.05310838669538498
1551629136.444083,21080,0.05318897217512131
1551629137.089083,21144,0.05326959490776062
1551629161.404083,21319,0.05330280214548111
1551629215.903083,21848,0.05310555547475815
1551629243.144083,22245,0.053140927106142044
1551629244.0290828,22330,0.05311919376254082
1551629244.319083,22358,0.05316513776779175
1551629322.390083,23286,0.053308166563510895
1551629347.247083,23361,0.053342413157224655
1551629347.9420831,23427,0.05329204350709915
1551629373.849083,23670,0.053231049329042435
1551629374.164083,23701,0.05331794545054436
1551629401.3370829,24147,0.05310719087719917
1551629426.3210828,24282,0.05310466140508652
1551629426.3410828,24284,0.05311496928334236
1551629426.736083,24322,0.05319816619157791
1551629453.450083,24621,0.0613127276301384
1551629454.5500832,24727,0.05317767709493637
1551629479.556083,24934,0.0531315915286541
1551629505.4940832,25253,0.05315021798014641
1551629506.904083,25391,0.05321694165468216
1551629557.078083,25812,0.053144969046115875
1551629557.448083,25847,0.0531596913933754
1551629636.3300831,26797,0.05313051491975784
1551629636.340083,26798,0.053105760365724564
1551629691.264083,27505,0.0532199926674366
1551629716.3570828,27603,0.05312569811940193
1551629798.043083,28543,0.05329892039299011
1551629826.7540832,28970,0.05321439355611801
1551629827.019083,28996,0.05325523018836975
1551629851.894083,29062,0.053279537707567215
1551629853.329083,29201,0.05332713574171066
1551629853.9740832,29263,0.05332208797335625
1551629908.655083,29829,0.060153402388095856
1551629934.814083,30005,0.05311006307601929
1551629935.0840828,30031,0.053098779171705246
1551629936.579083,30174,0.05310894921422005
1551629963.987083,30470,0.053106553852558136
1551629989.5280828,30612,0.05314556881785393
1551629990.518083,30706,0.053129643201828
1551629990.668083,30720,0.05313616991043091
1551630046.0610828,31406,0.053373027592897415
1551630046.446083,31443,0.053103286772966385
1551630099.323083,31880,0.05312824994325638
1551630099.903083,31936,0.053176283836364746
1551630153.0700831,32435,0.05316924303770065
1551630179.017083,32657,0.053149253129959106
1551630180.1170828,32762,0.05333877354860306
1551630181.462083,32894,0.053205706179142
1551630181.542083,32902,0.05322427675127983
1551630207.461083,33034,0.053132764995098114
1551630208.976083,33181,0.05310049653053284
1551630235.3100832,33375,0.05323599651455879
1551630235.605083,33403,0.05321003124117851
1551630263.6400828,33737,0.05312933400273323
1551630263.7700832,33749,0.05310409516096115
1551630264.160083,33785,0.05310060456395149
1551630264.730083,33839,0.05322312191128731
1551630289.203083,33876,0.06137537211179733
1551630292.988083,33913,0.05324884131550789
1551630294.228083,34036,0.053082697093486786
